VARIABLES	"Variable
Name"	Model Generated	Monetary	Default Variable	"Default
Value"	"Automatic
Label"																												
	stm11_s	1	1	n/a	1E-13	system : temporary variable : 11 : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	stm12_s	1	1	n/a	1E-13	system : temporary variable : 12 : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tad	0	1	n/a	0	tax : repayments/receipts	tax repayment or receipt	-	-	-	tax : repayments/receipts	tax repayments/receipts (povra?ila/dopla?ila dohodnine)	-		tax repayment or receipt (cuota diferencial del IRPF)	tax repayment or receipt	tax repayment or receipt	-	-	-	-	-	-	-	-	-	-	-	-	tax repayments/receipts 	tax repayments/receipts 	-	-	
	tag_s	1	1	n/a	1E-13	tax : agriculture : simulated	-	-	-	-	agricultural tax	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	taj_s	1	1	n/a	0	tax : additional jobs : simulated	-	-	-	-		tax on contractual work	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tbs_s	1	1	n/a	1E-13	tax : business tax : simulated	-	-	-	simplified business tax (egyszer?sített vállalkozói adó)		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	thl_s	1	1	n/a	1E-13	tax : health : simulated	-	-	-	-	tax : health : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	thlmm_s	1	1	n/a	1E-13	tax : health : minimum : simulated	-	-	-	-	tax : health : minimum : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	thlmx_s	1	1	n/a	1E-13	tax : health : maximum : simulated	-	-	-	-	tax : health : maximum : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tin	0	1	n/a	0	tax : income tax	income tax	-	-	Income tax (Személyi jövedelem adó)	income tax	income tax	-	Income tax [Dan z prijmu]	TAX income tax (IRPF)	-	-	-	income tax	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tin00_s	1	1	n/a	0.0000000000001	tax : income tax : main/basic : simulated	-	-	-	-		-	-	Income tax final liability		-	personal income tax (????? ???????????)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tin_s	1	1	n/a	1E-13	tax : income tax : simulated	-	income tax (IRPEF)	income tax (tulumaks)	personal income tax (személyi jövedelemadó)	tax : income tax : simulated	personal income tax	Personal Income Tax	Income tax [Dan z prijmu]	TAX final income tax liability (IRPF - cuota líquida)	personal income tax (asmens pajam? mokestis)	-	Personal Income tax	-	-	-	-	-	-	-	-	-	tax : income tax : simulated	-	Personal Income tax	Personal Income tax	-	-	
	tinfu_s	1	1	n/a	0.0000000000001	tax : income tax : funeral : simulated	-	-	-	-		-	-			-	-	-	Funeral tax	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tingt_s	1	1	n/a	1E-13	tax : income tax : gross tax : simulated	-	-	-	-		-	-	gross income tax	TAX gross income tax liability (IRPF - cuota integra)	-	-	-	-	-	-	-	-	-	-	-	-	tax : income tax : gross tax : simulated	-	-	-	-	-	
	tingtit_s	1	1	n/a	1E-13	tax : income tax : gross tax : individual taxation : simulated	-	-	-	-		-	-	"gross income tax, individual taxation"	"TAX gross income tax liability, individual taxation (IRPF - cuota integra, declaracion individual)"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tingtjt_s	1	1	n/a	1E-13	tax : income tax : gross tax : joint taxation : simulated	-	-	-	-		-	-		"TAX gross income tax liability, joint taxation (IRPF - cuota integra, declaracion conjunta)"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinit_s	1	1	n/a	1E-13	tax : income tax : individual taxation : simulated	-	-	-	-	tax : income tax : individual taxation : simulated	-	-		"TAX final income tax liability, individual taxation (IRPF - cuota líquida, declaracion individual)"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tiniy_s	1	1	n/a	1E-13	tax : income tax : investment income : simulated	-	-	-	tax on income raised by right of dividends		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinjt_s	1	1	n/a	1E-13	tax : income tax : joint taxation : simulated	-	-	-	-	tax : income tax : joint taxation : simulated	-	-		"TAX final income tax liability, joint taxation (IRPF - cuota líquida, declaracion conjunta)"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinkt_s	1	1	n/a	1E-13	tax : income tax : capital taxation : simulated	tax on investment income	-	-	-		-	-			-	-	-	Tax on Capital Income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinktbd_s	1	1	n/a	1E-13	tax : income tax : capital taxation : bonds : simulated	-	Tax on other bonds	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinktcp_s	1	1	n/a	1E-13	tax : income tax : capital taxation : complementary pension : simulated	-	Tax on private pensions	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinktdt_s	1	1	n/a	1E-13	tax : income tax : capital taxation : deposit interests : simulated	-	Tax on deposits	-	-		-	-			-	interest income tax (????? ??? ????? ??????????)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinktdv_s	1	1	n/a	1E-13	tax : income tax : capital taxation : dividends : simulated	-	Tax on dividends	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinktgb_s	1	1	n/a	1E-13	tax : income tax : capital taxation : government bonds : simulated	-	Tax on government bonds	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinmu_s	1	1	n/a	1E-13	tax : income tax : municipal government : simulated	municipal income tax	-	-	-		-	-			-	-	-	Municipal tax	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinna	0	1	n/a	0	tax : income tax : national government	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinna_s	1	1	n/a	1E-13	tax : income tax : national government : simulated	national income tax	National Income Tax	-	-		-	-			-	-	-	Government tax	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinpe_s	1	1	n/a	1E-13	tax : income tax : pensioner : simulated	-	-	-	-		-	-			-	pensioners' solidarity contributions	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinprtahm_s	1	1	n/a	1E-13	tax : income tax : property tax : tax allowance : home owner : simulated	Settlement of property tax that was already paid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinpx_s	1	1	n/a	1E-13	tax : income tax : proportional amount : simulated	-	-	-	-		-	-	Separate tax scheme tax liability		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinrato_s	1	1	n/a	1E-13	tax : income tax : rate : top : simulated	-	-	-	-		-	-			-	-	Higher income tax payer	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinrf_s	1	1	n/a	1E-13	tax : income tax : refund : simulated	-	-	-	-		-	-	Income tax bonus		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinrg_s	1	1	n/a	1E-13	tax : income tax : regional government : simulated	-	Regional Income Tax	-	-		-	-			-	-	-	County income tax	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinrt_s	1	1	n/a	0.0000000000001	tax : income tax : rent : simulated	-	-	-	-		-	-			-	additional tax on rental income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinsv_s	1	1	n/a	0.0000000000001	tax : income tax : severance pay : simulated	-	Tax on arrears and severance pay	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinta01_s	1	1	n/a	0.0000000000001	tax : income tax : tax allowance : main/basic : simulated	-	Personal Tax allowance	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tinta_s	1	1	n/a	1E-13	tax : income tax : tax allowance : simulated	-	Theoric tax deduction	total income tax allowance	-		total tax allowances	-			total tax allowance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Income Tax allowance	-	-	
	tinta00_s	1	1	n/a	1E-13	tax : income tax : tax allowance : main/basic : simulated	-	Personal Tax allowance	-	-		-	-		TAX Personal Tax Allowance (Minimo Personal)	-	0% tax bracket	-	Basic allowance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintaag_s	1	1	n/a	1E-13	tax : income tax : tax allowance : agriculture : simulated	-	-	tax allowance on income from agriculture	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintacd_s	1	1	n/a	1E-13	tax : income tax : tax allowance : charitable donations : simulated	-	-	-	-	tax : income tax : tax allowance : charitable donations : simulated	-	-	Gifts to charitable organisations exemption		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintace_s	1	1	n/a	1E-13	tax : income tax : tax allowance : cost of earnings : simulated	deduction professional expenses	-	-	-	tax : income tax : tax allowance : cost of earnings : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintach_s	1	1	n/a	1E-13	tax : income tax : tax allowance : child : simulated	-	-	-	-		-	-		TAX Family Tax Allowance for Children (Mínimo Familiar por Hijos)	-	child tax allowance	-	-	-	-	-	-	-	-	-	-	-	-	child tax allowance	-	-	-	
	tintadb_s	1	1	n/a	0.0000000000001	tax : income tax : tax allowance : disabled : simulated	-	-	-	-		-	-			-	disabled tax allowance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintadp_s	1	1	n/a	1E-13	tax : income tax : tax allowance : dependent parent : simulated	-	-	-	-		-	-		TAX Family Tax Allowance for Dependent Parents (Mínimo Familiar por Ascendiente) 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TAX Family Tax Allowance for Dependent Parents 	-	-	-	
	tintadt_s	1	1	n/a	1E-13	tax : income tax : tax allowance : deposit interests : simulated	tax allowance on interest from savings account	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintadx_s	1	1	n/a	1E-13	tax : income tax : tax allowance : disability expenses : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintaee_s	1	1	n/a	1E-13	tax : income tax : tax allowance : employee : simulated	-	-	-	-		-	-		"TAX Employment Income Tax Allowance  (Reducciones por circunstancias laborales, Por rendimientos del trabajo)  "	-	-	-	-	-	-	-	-	-	-	-	-	tax : income tax : tax allowance : employee : simulated	-	Tax allowance for employee SIC	-	-	-	
	tintahm_s	1	1	n/a	1E-13	tax : income tax : tax allowance : home owner : simulated	tax allowance for imputed rent (cadastral income)	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintaht_s	1	1	n/a	0.0000000000001	tax : income tax : tax allowance : heating expenses : simulated	-	-	-	-		-	-			-	tax allowance for new heating systems	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintaie_s	1	1	n/a	1E-13	tax : income tax : tax allowance : internet expenses : simulated	-	-	-	-	tax : income tax : tax allowance : internet expenses : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintalf_s	1	1	n/a	1E-13	tax : income tax : tax allowance : life insurance : simulated	-	-	-	-		-	-	Private life insurance exemption		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintals_s	1	1	n/a	0.0000000000001	tax : income tax : tax allowance : loss : simulated	Transfer of losses between spouses	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintamg_s	1	1	n/a	1E-13	tax : income tax : tax allowance : mortgage : simulated	Capital and interest payments for mortgage	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintami01_s	1	1	n/a	1E-13	tax : income tax : tax allowance : mortgage interest : 01 : simulated	Additional deduction for remaining interest payments	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintami_s	1	1	n/a	1E-13	tax : income tax : tax allowance : mortgage interest : simulated	-	-	-	-	tax : income tax : tax allowance : mortgage interest : simulated	-	-	Interest for mortgage repayment exemption		-	mortgage interest tax allowance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintamimg_s	1	1	n/a	1E-13	tax : income tax : tax allowance : mortgage interest : mortgage : simulated	tax allowance for interest and capital payments (cannot be discerned)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintamm_s	1	1	n/a	1E-13	tax : income tax : tax allowance : minimum : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	Non taxable minimum income	-	-	-	
	tintaox	0	1	n/a	0	tax : income tax : tax allowance : other expenses	-	-	-	-		deductible selected expenses	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintaox_s	1	1	n/a	1E-13	tax : income tax : tax allowance : other expenses : simulated	-	Deductible amount - other expenses (Altri oneri deducibili)	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintaoxyn	0	0	n/a	1E-13	tax : income tax : tax allowance : other expenses : is? yes/no	-	Tax allowance liability - Others	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintape_s	1	1	n/a	1E-13	tax : income tax : tax allowance : pensioner : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	tax : income tax : tax allowance : pensioner : simulated	-	Pensioner Allowance	-	-	-	
	tintapv_s	1	1	n/a	1E-13	tax : income tax : tax allowance : private contributions : simulated	-	Deductible amount of private pension contributions	-	-		-	-	Complementary pension insurance with state support exemption		-	private pension contributions tax allowance	-	-	-	-	-	-	-	-	-	-	-	-	Deductible amount of private pension contributions	-	-	-	
	tintart_s	1	1	n/a	1E-13	tax : income tax : tax allowance : rent : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tax deduction for income from rent	
	tintase_s	1	1	n/a	1E-13	tax : income tax : tax allowance : self-employed : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	self-employed tax allowance	-	Self Employed SIC allowance	-	-	-	
	tintasp_s	1	1	n/a	1E-13	tax : income tax : tax allowance : spouse : simulated	income transfer between spouses	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	tax allowance for dependent spouse	-	-	-	
	tintast_s	1	1	n/a	1E-13	tax : income tax : tax allowance : student : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintatb_s	1	1	n/a	1E-13	tax : income tax : tax allowance : tax base : simulated	tax base to calculate income tax credit on basic allowance	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintatc_s	1	1	n/a	1E-13	tax : income tax : tax allowance : tax credit : simulated	tax credits resulting from basic allowance	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintauf_s	1	1	n/a	1E-13	tax : income tax : tax allowance : labour union fee : simulated	-	-	-	-		-	-	 Labour union fees exemption		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintawh_s	1	1	n/a	1E-13	tax : income tax : tax allowance : withholding : simulated	-	-	withholding income tax allowance	-		-	-			total withholding tax allowance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintb_s	1	1	n/a	1E-13	tax : income tax : tax base : simulated	-	-	-	-	tax : income tax : tax base : simulated	-	-	Tax base	TAX Tax base (base imponible)	-	tax base	-	-	-	-	-	-	-	-	-	-	tax : income tax : tax base : simulated	-	-	-	-	-	
	tintbit_s	1	1	n/a	1E-13	tax : income tax : tax base : individual taxation : simulated	-	-	-	-		-	-		"TAX Tax base, individual taxation (base imponible, declaracion individual)"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintbjt_s	1	1	n/a	1E-13	tax : income tax : tax base : joint taxation : simulated	-	-	-	-		-	-		"TAX Tax base, joint taxation (base imponible, declaracion conjunta)"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintboy_s	1	1	n/a	1E-13	tax : income tax : tax base : other incomes : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	Employee Income tax base	-	-	-	
	tintbrt_s	1	1	n/a	1E-13	tax : income tax : tax base : rent : simulated	-	Taxable rental income	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintbse_s	1	1	n/a	1E-13	tax : income tax : tax base : self-employed : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	self employed income tax base	-	-	-	
	tintc_s	1	1	n/a	1E-13	tax : income tax : tax credit : simulated	-	Personal Tax credit for income source	-	sum of all taxcredits		total tax credits	-		tax : income tax : tax credit : simulated	tax deduction due to expenses	total non-refundable tax credits	-	-	-	-	-	-	-	-	-	-	tax : income tax : tax credit : simulated	-	-	-	-	-	
	tintc00_s	1	1	n/a	1E-13	tax : income tax : tax credit : main/basic : simulated	-	-	-	-	tax : income tax : tax credit : main/basic : simulated	-	-	Personal exemption	tax : income tax : tax credit : main/basic : simulated	-	-	-	Income base for Earned Income Tax credit	-	-	-	-	-	-	-	-	tax : income tax : tax credit : main/basic : simulated	-	-	-	-	-	
	tintc01_s	1	1	n/a	1E-13	tax : income tax : tax credit : 01 : simulated	-	Tax credit for building and refurbishing costs	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcbarg_s	1	1	n/a	1E-13	tax : income tax : tax credit : birth/adoption : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for birth/adoption (deduccion regional de cuota por nacimiento/adopcion)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcccrg_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : child care expenditure : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for child care (deduccion regional de cuota por guarderias)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintccd_s	1	1	n/a	1E-13	tax : income tax : tax credit : charitable donations : simulated	-	Tax credit for charity giving	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintccdyn	0	0	n/a	1E-13	tax : income tax : tax credit : charitable donations : is? yes/no	-	Tax credit liability - Charity donations	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcch00_s	1	1	n/a	1E-13	tax : income tax : tax credit : child : main/basic : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcch_s	1	1	n/a	1E-13	tax : income tax : tax credit : child : simulated	-	Tax credit for dependent children	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	tax : income tax : tax credit : child : simulated	-	-	-	-	-	
	tintcchrg_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : child : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for children (deduccion autonomica de cuota por descendientes)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcdb_s	1	1	n/a	1E-13	tax : income tax : tax credit : disabled : simulated	-	-	-	-		-	-	disability exemption		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcdbrg_s	1	1	n/a	1E-13	tax : income tax : tax credit : disabled : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for disability (deduccion regional de cuota por incapacidad)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcdp_s	1	1	n/a	1E-13	tax : income tax : tax credit : dependent parent : simulated	-	Tax credit for dependent parent(s)	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	tax : income tax : tax credit : dependent parent : simulated	-	-	-	-	-	
	tintcdprg_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : dependent parent : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for dependent parents (deduccion autonomica de cuota por ascendiente dependiente)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintced_s	1	1	n/a	1E-13	tax : income tax : tax credit : educational leave : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	Education tax credit	-	-	-	-	-	
	tintcee_s	1	1	n/a	1E-13	tax : income tax : tax credit : employee : simulated	-	Personal Tax credit for employment income	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintceerg_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : employee : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for employment (deduccion autonomica de cuota por trabajo)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcfarg_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : family : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for families (deduccion autonomica de cuota por familias)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcfu_s	1	1	n/a	1E-13	tax : income tax : tax credit : funeral : simulated	-	Tax credit - Funeral	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcfuyn	0	0	n/a	1E-13	tax : income tax : tax credit : funeral : is? yes/no	-	Tax credit liability - Funeral exp	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintchc_s	1	1	n/a	1E-13	tax : income tax : tax credit : home carer : simulated	-	-	-	-		-	-			-	-	-	-	-	home carer tax credit	-	-	-	-	-	-	-	-	-	-	-	-	
	tintchi_s	1	1	n/a	1E-13	tax : income tax : tax credit : health insurance : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	Health insurance tax credit	-	-	-	-	-	
	tintchkrg_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : housework : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for housework (deduccion autonomica de cuota por cuidado del hogar)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintchl_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : health : simulated	-	-	-	-	tax : income tax : tax credit : health : simulated	-	-			-	medical expenses tax credit	-	-	-	-	-	-	-	-	-	-	tax : income tax : tax credit : health : simulated	-	-	-	-	-	
	tintchlyn	0	0	n/a	1E-13	tax : income tax : tax credit : health : is? yes/no	-	Tax credit liability - health	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcho_s	1	1	n/a	1E-13	tax : income tax : tax credit : housing : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	housing tax credit	-	-	-	-	-	
	tintcht_s	1	1	n/a	1E-13	tax : income tax : tax credit : heating expenses : simulated	-	-	-	-		-	-			-	tax credit for new heating systems	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcit_s	1	1	n/a	1E-13	tax : income tax : tax credit : individual taxation : simulated	-	-	-	-		-	-		"TAX income tax credit, individual taxation (deduccion de cuota, declaracion individual)"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcjt_s	1	1	n/a	1E-13	tax : income tax : tax credit : joint taxation : simulated	-	-	-	-		-	-		"TAX income tax credit, joint taxation (deduccion de cuota, declaracion conjunta)"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintclf_s	1	1	n/a	1E-13	tax : income tax : tax credit : life insurance : simulated	-	Tax credit - Life insurance	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	tax : income tax : tax credit : life insurance : simulated	-	-	-	-	-	
	tintclfyn	0	0	n/a	1E-13	tax : income tax : tax credit : life insurance : is? yes/no	-	Tax credit liability - Life insurance	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintclgrg_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : large family : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for large families (deduccion autonomica de cuota por familia numerosa)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintclp00_s	1	1	n/a	1E-13	tax : income tax : tax credit : lone parent : main/basic : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintclp_s	1	1	n/a	1E-13	tax : income tax : tax credit : lone parent : simulated	-	Tax credit for lone parent (additional component)	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	tax : income tax : tax credit : lone parent : simulated	-	-	-	-	-	
	tintclprg_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : lone parent : regional government : simulated	-	-	-	-		-	-		TAX regional tax credit for lone parents (deduccion autonomica de cuota por familia monoparental)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcly_s	1	1	n/a	1E-13	tax : income tax : tax credit : low pay/income : simulated	tax credit for low activity income	-	-	-		-	-			-	-	-	Earned Income Tax credit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcmg_s	1	1	n/a	1E-13	tax : income tax : tax credit : mortgage : simulated	-	-	-	-		-	-		TAX Mortgage tax credit (Deducción por inversión en vivienda habitual: Adquisición o rehabilitación de la vivienda habitual)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcmi_s	1	1	n/a	1E-13	tax : income tax : tax credit : mortgage interest : simulated	-	Tax credit for mortgage interest payment	-	-		-	-			-	mortgage interest tax credit	-	Tax credit for negative capital income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcmp_s	1	1	n/a	0.0000000000001	tax : income tax : tax credit : maintenance payments : simulated	-	-	-	-		-	-			-	maintenance payment tax credit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcoa_s	1	1	n/a	1E-13	tax : income tax : tax credit : old age : simulated	-	-	-	-		-	-			-	-	-	-	-	age tax credit	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcoarg_s	1	1	n/a	1E-13	tax : income tax : tax credit : old age : regional government : simulated	-	-	-	-		-	-		TAX Regional old-age tax credit (deduccion autonomica de cuota por vejez)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcot_s	1	1	n/a	1E-13	tax : income tax : tax credit : other : simulated	-	-	-	-		-	-		TAX Mortgage tax credit (Deducción por inversión en vivienda habitual: Adquisición o rehabilitación de la vivienda habitual)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcox_s	1	1	n/a	1E-13	tax : income tax : tax credit : other expenses : simulated	-	Tax credit for other expenses	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcoxyn	0	0	n/a	1E-13	tax : income tax : tax credit : other expenses : is? yes/no	-	Tax credit liability - Others	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcpe_s	1	1	n/a	1E-13	tax : income tax : tax credit : pensioner : simulated	-	Personal Tax credit for pension income	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tintcpv_s	1	1	n/a	1E-13	tax : income tax : tax credit : private contributions : simulated	-	-	-	-		-	-			-	private pension contributions tax credit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
